itemid	bin_latitude	bin_longitude	bin_timestamp
1159	17220.0	12300.0	52
553	14760.0	22140.0	19
1012	14760.0	27060.0	30
726	14760.0	24600.0	56
420	4920.0	19680.0	6
868	12300.0	19680.0	45
284	9840.0	14760.0	72
908	14760.0	22140.0	25
1051	14760.0	12300.0	63
1237	14760.0	22140.0	26
980	14760.0	22140.0	76
375	14760.0	22140.0	30
839	12300.0	19680.0	47
261	14760.0	22140.0	92
877	14760.0	22140.0	44
333	19680.0	19680.0	92
726	14760.0	22140.0	80
1367	19680.0	17220.0	27
1174	14760.0	27060.0	14
1305	19680.0	19680.0	88
831	19680.0	17220.0	42
527	14760.0	22140.0	59
389	14760.0	27060.0	14
11	12300.0	19680.0	55
34	9840.0	22140.0	72
1305	19680.0	17220.0	9
524	7380.0	19680.0	33
553	14760.0	22140.0	1
392	7380.0	19680.0	61
381	19680.0	12300.0	9
868	12300.0	19680.0	38
1159	17220.0	12300.0	64
1167	17220.0	12300.0	27
1243	14760.0	22140.0	7
1237	14760.0	22140.0	20
1002	12300.0	19680.0	40
392	7380.0	19680.0	29
831	19680.0	17220.0	55
673	19680.0	17220.0	93
726	14760.0	27060.0	33
270	12300.0	22140.0	91
11	12300.0	17220.0	65
868	14760.0	22140.0	27
284	4920.0	19680.0	6
451	19680.0	17220.0	11
372	9840.0	17220.0	51
673	19680.0	17220.0	62
980	14760.0	24600.0	53
333	19680.0	17220.0	109
62	19680.0	17220.0	5
1159	17220.0	12300.0	47
1002	14760.0	22140.0	32
1305	19680.0	19680.0	86
589	19680.0	19680.0	106
1046	7380.0	17220.0	53
726	14760.0	24600.0	45
553	7380.0	19680.0	87
383	17220.0	12300.0	35
1063	17220.0	12300.0	49
1184	19680.0	17220.0	29
1184	19680.0	17220.0	25
1174	14760.0	24600.0	49
696	14760.0	24600.0	42
1137	14760.0	22140.0	88
565	17220.0	12300.0	37
62	17220.0	17220.0	44
62	17220.0	17220.0	45
1223	14760.0	19680.0	85
1002	14760.0	22140.0	22
831	19680.0	17220.0	4
1002	12300.0	19680.0	44
333	19680.0	17220.0	25
868	12300.0	19680.0	51
989	14760.0	24600.0	37
1079	19680.0	17220.0	17
1167	17220.0	12300.0	59
184	19680.0	17220.0	23
868	14760.0	22140.0	25
184	19680.0	17220.0	32
440	17220.0	12300.0	21
383	17220.0	12300.0	40
726	14760.0	27060.0	27
1159	17220.0	12300.0	38
822	14760.0	22140.0	9
1158	19680.0	17220.0	16
11	14760.0	22140.0	10
1159	17220.0	12300.0	60
1046	7380.0	19680.0	33
284	7380.0	19680.0	19
839	12300.0	19680.0	57
868	14760.0	22140.0	22
11	12300.0	14760.0	85
184	19680.0	17220.0	74
1174	14760.0	27060.0	8
1158	19680.0	19680.0	84
527	14760.0	24600.0	43
524	7380.0	19680.0	35
261	14760.0	24600.0	35
1223	14760.0	19680.0	89
650	19680.0	17220.0	6
222	4920.0	19680.0	13
650	19680.0	17220.0	37
915	7380.0	19680.0	48
1174	14760.0	22140.0	82
527	14760.0	24600.0	37
1137	14760.0	22140.0	71
34	12300.0	22140.0	54
375	14760.0	22140.0	32
372	9840.0	19680.0	58
270	14760.0	22140.0	63
1305	19680.0	19680.0	95
1137	14760.0	27060.0	17
589	19680.0	17220.0	103
1354	19680.0	17220.0	26
527	12300.0	19680.0	86
1002	14760.0	22140.0	20
1002	14760.0	22140.0	11
1243	12300.0	19680.0	40
1184	19680.0	17220.0	46
1159	17220.0	12300.0	58
553	12300.0	19680.0	50
1079	19680.0	19680.0	116
393	4920.0	19680.0	16
1174	14760.0	27060.0	9
831	19680.0	17220.0	45
1184	19680.0	17220.0	91
915	7380.0	19680.0	44
989	14760.0	24600.0	44
222	4920.0	19680.0	11
989	14760.0	22140.0	96
908	12300.0	19680.0	57
375	14760.0	19680.0	40
383	17220.0	12300.0	33
375	12300.0	19680.0	48
1079	19680.0	17220.0	44
1051	17220.0	12300.0	2
24	14760.0	22140.0	26
1051	17220.0	12300.0	3
650	19680.0	17220.0	45
36	9840.0	19680.0	60
1305	19680.0	17220.0	27
1002	14760.0	19680.0	34
119	9840.0	19680.0	54
389	14760.0	22140.0	63
831	19680.0	17220.0	68
34	14760.0	22140.0	15
372	7380.0	19680.0	41
696	14760.0	22140.0	56
1184	19680.0	17220.0	40
1002	7380.0	19680.0	88
261	14760.0	27060.0	12
1159	17220.0	12300.0	66
831	19680.0	17220.0	64
184	19680.0	17220.0	50
385	19680.0	17220.0	1
1158	19680.0	19680.0	101
589	19680.0	17220.0	20
119	17220.0	22140.0	95
375	14760.0	22140.0	34
696	12300.0	19680.0	89
726	14760.0	22140.0	78
451	19680.0	17220.0	89
1079	19680.0	17220.0	41
381	17220.0	12300.0	49
375	12300.0	14760.0	88
1305	19680.0	17220.0	2
1174	14760.0	19680.0	102
1305	19680.0	17220.0	28
822	14760.0	22140.0	22
222	4920.0	19680.0	5
184	19680.0	17220.0	41
493	17220.0	12300.0	45
1063	17220.0	12300.0	42
1223	14760.0	22140.0	76
877	14760.0	24600.0	64
440	17220.0	12300.0	41
1223	14760.0	22140.0	75
1237	14760.0	24600.0	56
1223	14760.0	27060.0	3
696	14760.0	22140.0	55
1051	17220.0	12300.0	29
726	14760.0	24600.0	50
673	19680.0	17220.0	33
1159	14760.0	14760.0	5
1016	19680.0	17220.0	63
1002	14760.0	22140.0	19
1167	17220.0	12300.0	17
1016	19680.0	17220.0	1
1137	14760.0	22140.0	61
915	7380.0	19680.0	29
915	7380.0	19680.0	51
1159	14760.0	14760.0	4
989	14760.0	27060.0	31
1137	14760.0	27060.0	26
34	14760.0	22140.0	31
1079	19680.0	17220.0	50
980	14760.0	27060.0	15
1184	19680.0	17220.0	71
1232	17220.0	12300.0	7
831	19680.0	17220.0	73
284	7380.0	17220.0	56
696	14760.0	24600.0	44
726	14760.0	27060.0	30
383	17220.0	12300.0	23
34	14760.0	19680.0	35
908	7380.0	17220.0	83
119	14760.0	22140.0	79
1079	19680.0	17220.0	37
119	17220.0	22140.0	85
831	19680.0	17220.0	15
822	12300.0	19680.0	46
696	14760.0	27060.0	14
989	14760.0	22140.0	98
420	7380.0	19680.0	40
553	9840.0	19680.0	72
393	7380.0	19680.0	19
1174	14760.0	22140.0	77
980	17220.0	22140.0	86
389	14760.0	27060.0	22
673	19680.0	17220.0	21
1237	14760.0	22140.0	32
1184	19680.0	17220.0	70
389	12300.0	27060.0	6
1223	14760.0	27060.0	23
1063	17220.0	12300.0	33
1016	19680.0	17220.0	52
24	14760.0	22140.0	13
726	14760.0	27060.0	24
389	14760.0	27060.0	26
119	17220.0	22140.0	87
589	19680.0	17220.0	72
1237	14760.0	22140.0	48
392	4920.0	19680.0	12
908	12300.0	19680.0	39
908	12300.0	19680.0	50
1137	14760.0	24600.0	45
392	9840.0	19680.0	54
127	7380.0	19680.0	29
389	14760.0	27060.0	13
375	14760.0	22140.0	9
1174	14760.0	22140.0	64
1354	19680.0	17220.0	37
908	12300.0	19680.0	60
372	4920.0	19680.0	19
868	14760.0	22140.0	13
908	9840.0	19680.0	75
767	14760.0	22140.0	16
24	14760.0	22140.0	15
822	7380.0	19680.0	88
493	17220.0	14760.0	58
696	14760.0	24600.0	41
119	7380.0	19680.0	42
261	14760.0	24600.0	40
1354	19680.0	17220.0	84
451	19680.0	17220.0	23
868	12300.0	19680.0	34
1012	14760.0	27060.0	15
1232	17220.0	12300.0	45
1016	19680.0	17220.0	45
392	7380.0	19680.0	59
119	7380.0	19680.0	39
673	19680.0	17220.0	97
1016	19680.0	17220.0	29
673	19680.0	17220.0	74
392	4920.0	19680.0	9
527	14760.0	24600.0	48
527	14760.0	24600.0	28
184	19680.0	12300.0	102
1046	9840.0	17220.0	61
1158	19680.0	17220.0	13
36	14760.0	22140.0	89
1243	14760.0	22140.0	23
915	7380.0	19680.0	41
831	19680.0	17220.0	39
868	14760.0	22140.0	21
1046	9840.0	17220.0	65
908	14760.0	22140.0	34
696	14760.0	24600.0	50
1012	14760.0	24600.0	40
1367	19680.0	17220.0	66
451	19680.0	17220.0	46
389	12300.0	27060.0	2
284	9840.0	12300.0	83
1012	14760.0	24600.0	49
440	17220.0	12300.0	28
1158	19680.0	19680.0	87
527	14760.0	19680.0	75
1079	19680.0	19680.0	102
1051	17220.0	12300.0	6
1167	19680.0	12300.0	7
980	14760.0	24600.0	40
527	14760.0	24600.0	29
392	7380.0	19680.0	45
726	14760.0	22140.0	68
980	14760.0	22140.0	72
1079	19680.0	19680.0	114
650	19680.0	17220.0	40
589	19680.0	17220.0	84
1354	19680.0	17220.0	46
726	14760.0	22140.0	74
1223	14760.0	19680.0	82
1063	17220.0	12300.0	51
333	19680.0	19680.0	82
1232	17220.0	12300.0	10
284	7380.0	19680.0	53
420	4920.0	19680.0	16
527	14760.0	27060.0	4
493	17220.0	12300.0	10
673	19680.0	17220.0	84
1237	14760.0	22140.0	49
451	19680.0	17220.0	33
375	12300.0	17220.0	64
385	19680.0	17220.0	38
389	14760.0	24600.0	42
1223	14760.0	22140.0	70
1367	19680.0	17220.0	23
440	17220.0	12300.0	42
1002	12300.0	19680.0	48
553	12300.0	19680.0	51
980	14760.0	22140.0	66
524	7380.0	19680.0	44
1079	19680.0	19680.0	117
36	9840.0	19680.0	50
589	19680.0	17220.0	92
650	19680.0	17220.0	43
261	14760.0	24600.0	48
24	14760.0	24600.0	53
493	17220.0	12300.0	11
24	14760.0	22140.0	19
839	14760.0	22140.0	1
36	9840.0	19680.0	49
822	14760.0	19680.0	43
420	9840.0	19680.0	48
1354	19680.0	17220.0	39
1243	14760.0	19680.0	39
839	14760.0	22140.0	21
1223	14760.0	27060.0	7
553	14760.0	22140.0	20
1223	14760.0	19680.0	100
284	7380.0	19680.0	35
1184	19680.0	17220.0	34
1051	17220.0	12300.0	33
1223	14760.0	22140.0	72
1367	19680.0	17220.0	38
908	7380.0	17220.0	86
222	7380.0	19680.0	30
524	7380.0	17220.0	49
1174	14760.0	27060.0	3
1046	7380.0	19680.0	30
1012	14760.0	24600.0	46
383	17220.0	12300.0	13
908	14760.0	22140.0	2
451	19680.0	17220.0	95
1184	19680.0	17220.0	27
673	19680.0	17220.0	64
36	7380.0	19680.0	43
385	19680.0	17220.0	2
980	14760.0	24600.0	49
451	19680.0	17220.0	7
284	9840.0	14760.0	70
565	17220.0	12300.0	47
284	9840.0	9840.0	94
389	14760.0	27060.0	28
451	19680.0	17220.0	4
62	19680.0	17220.0	30
1159	17220.0	12300.0	32
127	4920.0	19680.0	10
375	14760.0	22140.0	10
284	7380.0	17220.0	54
839	14760.0	22140.0	9
1243	14760.0	22140.0	14
127	7380.0	19680.0	19
696	14760.0	27060.0	2
1063	17220.0	12300.0	22
877	14760.0	24600.0	53
1305	19680.0	17220.0	26
372	12300.0	19680.0	73
1174	14760.0	27060.0	28
451	19680.0	17220.0	56
1046	7380.0	19680.0	34
1158	19680.0	17220.0	108
831	19680.0	17220.0	46
831	19680.0	17220.0	9
589	19680.0	17220.0	101
1016	19680.0	17220.0	13
989	14760.0	27060.0	16
420	4920.0	19680.0	11
908	12300.0	19680.0	47
385	19680.0	17220.0	54
1174	14760.0	27060.0	35
868	14760.0	22140.0	15
1016	19680.0	17220.0	41
908	14760.0	22140.0	29
1354	19680.0	17220.0	13
1016	19680.0	17220.0	38
726	14760.0	22140.0	88
839	14760.0	22140.0	8
565	17220.0	12300.0	35
1167	17220.0	12300.0	67
726	14760.0	24600.0	41
381	19680.0	12300.0	2
565	17220.0	12300.0	42
650	19680.0	17220.0	2
1016	19680.0	17220.0	44
1002	14760.0	22140.0	31
381	19680.0	12300.0	4
389	12300.0	27060.0	5
270	14760.0	24600.0	51
1354	19680.0	17220.0	94
1016	19680.0	17220.0	6
589	19680.0	17220.0	48
222	7380.0	19680.0	46
565	17220.0	12300.0	33
1167	17220.0	12300.0	18
989	14760.0	22140.0	77
989	14760.0	22140.0	65
1174	14760.0	22140.0	91
989	12300.0	27060.0	3
989	14760.0	22140.0	85
34	12300.0	22140.0	55
877	14760.0	22140.0	15
589	19680.0	17220.0	43
381	17220.0	12300.0	43
261	14760.0	24600.0	47
822	14760.0	22140.0	17
524	4920.0	19680.0	3
822	7380.0	19680.0	81
980	14760.0	27060.0	24
1354	19680.0	17220.0	14
1184	19680.0	17220.0	1
1137	14760.0	22140.0	78
822	14760.0	22140.0	11
36	4920.0	19680.0	1
184	19680.0	17220.0	11
381	19680.0	12300.0	10
989	14760.0	22140.0	80
119	9840.0	19680.0	56
284	4920.0	19680.0	4
62	19680.0	17220.0	13
877	14760.0	22140.0	12
451	19680.0	17220.0	85
527	14760.0	27060.0	3
989	14760.0	27060.0	32
1354	19680.0	17220.0	97
908	7380.0	17220.0	89
270	14760.0	22140.0	58
1063	17220.0	12300.0	40
527	14760.0	22140.0	70
1237	14760.0	22140.0	2
372	4920.0	19680.0	25
1223	14760.0	24600.0	44
375	12300.0	14760.0	90
527	12300.0	19680.0	91
1159	17220.0	14760.0	11
726	14760.0	22140.0	69
1223	14760.0	27060.0	2
1016	19680.0	17220.0	54
383	17220.0	12300.0	52
1012	14760.0	24600.0	50
493	17220.0	12300.0	20
1232	17220.0	12300.0	54
650	19680.0	17220.0	27
565	14760.0	12300.0	9
822	14760.0	22140.0	2
261	14760.0	27060.0	31
36	7380.0	19680.0	36
589	19680.0	17220.0	116
1354	19680.0	17220.0	72
673	19680.0	17220.0	47
1184	19680.0	17220.0	107
1223	14760.0	24600.0	33
385	19680.0	17220.0	49
696	14760.0	27060.0	18
372	4920.0	19680.0	5
989	14760.0	24600.0	35
1174	14760.0	22140.0	80
119	14760.0	22140.0	80
451	19680.0	17220.0	25
381	17220.0	12300.0	20
1305	19680.0	19680.0	82
650	19680.0	17220.0	1
1237	14760.0	22140.0	35
527	14760.0	27060.0	12
1051	17220.0	12300.0	37
831	19680.0	17220.0	49
385	19680.0	17220.0	56
184	19680.0	17220.0	22
1184	19680.0	17220.0	24
375	12300.0	17220.0	66
284	9840.0	12300.0	85
1012	14760.0	22140.0	78
333	19680.0	17220.0	4
1158	19680.0	17220.0	107
333	19680.0	17220.0	26
1137	12300.0	19680.0	94
493	17220.0	12300.0	21
11	12300.0	14760.0	86
1046	9840.0	14760.0	79
1137	14760.0	27060.0	32
184	19680.0	17220.0	18
980	14760.0	22140.0	68
389	14760.0	22140.0	67
1158	19680.0	17220.0	17
980	14760.0	24600.0	42
372	7380.0	17220.0	44
1046	9840.0	14760.0	75
980	14760.0	22140.0	57
184	19680.0	17220.0	27
385	19680.0	17220.0	10
1137	12300.0	19680.0	104
1174	14760.0	27060.0	11
261	14760.0	27060.0	19
1159	17220.0	12300.0	18
1051	17220.0	12300.0	47
868	12300.0	19680.0	56
673	19680.0	17220.0	88
1237	14760.0	22140.0	18
385	19680.0	17220.0	28
36	9840.0	19680.0	51
989	12300.0	27060.0	2
1051	14760.0	12300.0	65
839	14760.0	22140.0	11
1354	19680.0	17220.0	41
1012	12300.0	27060.0	5
524	7380.0	19680.0	53
1159	17220.0	12300.0	22
270	14760.0	24600.0	46
589	19680.0	17220.0	58
868	12300.0	19680.0	47
1167	14760.0	14760.0	82
980	14760.0	22140.0	84
1051	17220.0	12300.0	23
284	7380.0	19680.0	32
24	14760.0	22140.0	36
1354	19680.0	19680.0	112
1012	14760.0	22140.0	82
1051	17220.0	12300.0	20
527	14760.0	24600.0	32
1184	19680.0	17220.0	110
839	14760.0	22140.0	23
420	4920.0	19680.0	15
393	7380.0	19680.0	35
222	9840.0	17220.0	70
222	7380.0	19680.0	42
1016	19680.0	17220.0	32
383	17220.0	12300.0	68
333	19680.0	17220.0	9
839	14760.0	22140.0	18
980	14760.0	24600.0	36
440	17220.0	12300.0	55
372	12300.0	19680.0	68
1167	17220.0	12300.0	22
284	4920.0	19680.0	17
34	9840.0	19680.0	64
1184	19680.0	17220.0	13
673	19680.0	17220.0	87
696	14760.0	22140.0	65
1063	17220.0	12300.0	17
381	17220.0	12300.0	62
372	12300.0	19680.0	67
589	19680.0	17220.0	93
915	7380.0	19680.0	30
989	14760.0	24600.0	53
524	7380.0	17220.0	48
868	14760.0	22140.0	19
1137	12300.0	27060.0	3
1046	9840.0	17220.0	68
831	19680.0	17220.0	8
877	14760.0	22140.0	18
565	17220.0	12300.0	39
1012	14760.0	22140.0	84
24	14760.0	24600.0	54
1079	19680.0	17220.0	14
1158	19680.0	17220.0	20
1367	19680.0	17220.0	21
1354	19680.0	17220.0	78
127	7380.0	19680.0	44
127	4920.0	19680.0	3
908	14760.0	22140.0	14
1367	19680.0	17220.0	34
989	14760.0	27060.0	11
34	14760.0	22140.0	21
420	9840.0	19680.0	50
908	12300.0	19680.0	68
1174	14760.0	19680.0	100
696	12300.0	19680.0	85
980	14760.0	27060.0	11
1046	7380.0	19680.0	41
1174	14760.0	24600.0	44
381	17220.0	12300.0	28
385	17220.0	12300.0	80
650	19680.0	17220.0	9
767	14760.0	22140.0	3
527	14760.0	24600.0	31
589	19680.0	17220.0	100
1046	4920.0	19680.0	5
383	19680.0	12300.0	1
36	4920.0	19680.0	7
284	9840.0	19680.0	48
1174	14760.0	27060.0	21
915	4920.0	19680.0	2
392	4920.0	19680.0	8
1367	19680.0	17220.0	29
375	12300.0	19680.0	60
393	7380.0	19680.0	25
527	14760.0	24600.0	36
527	14760.0	24600.0	38
1158	19680.0	17220.0	5
127	7380.0	19680.0	34
1137	14760.0	27060.0	11
553	14760.0	22140.0	28
420	4920.0	19680.0	8
1137	14760.0	27060.0	16
261	14760.0	27060.0	13
1016	19680.0	17220.0	16
553	14760.0	19680.0	41
1137	14760.0	27060.0	25
62	19680.0	17220.0	19
565	17220.0	12300.0	32
24	14760.0	24600.0	52
527	14760.0	19680.0	80
284	9840.0	12300.0	80
270	14760.0	22140.0	77
726	14760.0	27060.0	25
270	14760.0	27060.0	31
989	14760.0	22140.0	67
1354	19680.0	17220.0	82
767	14760.0	22140.0	20
284	7380.0	17220.0	55
908	14760.0	22140.0	22
726	14760.0	22140.0	86
1051	17220.0	12300.0	13
989	14760.0	22140.0	58
440	14760.0	14760.0	7
673	19680.0	17220.0	68
222	9840.0	17220.0	67
1079	19680.0	17220.0	32
1223	14760.0	19680.0	99
1305	19680.0	17220.0	13
119	17220.0	22140.0	86
1046	4920.0	19680.0	20
589	19680.0	17220.0	65
553	12300.0	19680.0	48
1051	17220.0	12300.0	25
1174	14760.0	22140.0	63
877	14760.0	24600.0	66
392	7380.0	19680.0	48
1158	19680.0	19680.0	78
1167	17220.0	12300.0	33
62	19680.0	17220.0	10
1237	14760.0	24600.0	59
1137	12300.0	19680.0	106
24	14760.0	22140.0	21
1237	14760.0	24600.0	62
1079	19680.0	19680.0	112
1305	19680.0	19680.0	101
908	14760.0	19680.0	36
1046	4920.0	19680.0	4
1223	14760.0	19680.0	84
1167	17220.0	12300.0	66
222	7380.0	19680.0	33
1174	14760.0	24600.0	36
127	7380.0	19680.0	17
1012	14760.0	27060.0	27
1063	17220.0	12300.0	27
989	14760.0	27060.0	15
1184	19680.0	17220.0	93
1354	19680.0	17220.0	86
1012	12300.0	27060.0	4
822	12300.0	19680.0	45
389	14760.0	22140.0	71
270	14760.0	22140.0	84
989	12300.0	27060.0	7
696	14760.0	27060.0	1
565	17220.0	12300.0	51
1063	17220.0	12300.0	47
989	14760.0	22140.0	69
451	19680.0	17220.0	52
24	14760.0	24600.0	62
527	14760.0	27060.0	9
908	14760.0	22140.0	8
589	19680.0	17220.0	33
333	19680.0	19680.0	74
1354	19680.0	17220.0	75
34	9840.0	22140.0	66
372	4920.0	19680.0	22
383	17220.0	12300.0	57
980	14760.0	27060.0	14
767	12300.0	19680.0	41
1002	9840.0	19680.0	73
392	4920.0	19680.0	6
565	17220.0	12300.0	23
36	9840.0	19680.0	59
1232	17220.0	12300.0	57
1158	19680.0	17220.0	19
24	14760.0	22140.0	12
383	17220.0	12300.0	10
284	9840.0	19680.0	47
333	19680.0	17220.0	33
1046	9840.0	14760.0	73
1167	17220.0	12300.0	31
222	7380.0	19680.0	56
553	12300.0	22140.0	54
1158	19680.0	17220.0	29
822	12300.0	19680.0	44
696	14760.0	22140.0	59
383	19680.0	12300.0	5
440	14760.0	14760.0	4
372	4920.0	19680.0	13
36	4920.0	19680.0	4
493	17220.0	12300.0	19
11	12300.0	14760.0	83
1159	14760.0	14760.0	6
1167	17220.0	12300.0	25
375	14760.0	22140.0	23
1237	14760.0	22140.0	39
11	12300.0	19680.0	40
1243	9840.0	17220.0	69
24	14760.0	22140.0	35
1237	14760.0	22140.0	22
270	12300.0	27060.0	8
1063	17220.0	12300.0	44
261	14760.0	24600.0	54
127	7380.0	19680.0	28
11	14760.0	22140.0	11
440	17220.0	12300.0	48
1223	14760.0	22140.0	50
589	19680.0	17220.0	78
527	14760.0	22140.0	61
119	12300.0	22140.0	70
1051	14760.0	12300.0	64
1243	12300.0	19680.0	53
222	9840.0	17220.0	80
1223	14760.0	22140.0	60
589	19680.0	17220.0	73
440	17220.0	12300.0	36
1016	19680.0	17220.0	5
375	14760.0	22140.0	36
261	14760.0	27060.0	17
11	12300.0	19680.0	42
1012	14760.0	22140.0	74
989	14760.0	27060.0	14
392	7380.0	19680.0	43
908	14760.0	22140.0	13
822	12300.0	19680.0	47
1354	19680.0	17220.0	30
1079	19680.0	17220.0	39
451	19680.0	17220.0	63
1367	19680.0	17220.0	30
119	4920.0	19680.0	3
524	7380.0	19680.0	37
822	12300.0	22140.0	60
392	4920.0	19680.0	23
1012	14760.0	27060.0	19
1046	7380.0	17220.0	44
553	14760.0	22140.0	22
24	14760.0	24600.0	50
1046	9840.0	14760.0	74
1012	14760.0	27060.0	24
650	19680.0	17220.0	41
650	19680.0	17220.0	17
915	4920.0	19680.0	15
1012	14760.0	24600.0	48
589	19680.0	17220.0	71
451	19680.0	17220.0	45
393	4920.0	19680.0	1
1046	9840.0	17220.0	64
1046	7380.0	17220.0	50
420	7380.0	19680.0	35
11	14760.0	22140.0	21
284	7380.0	19680.0	33
34	14760.0	22140.0	17
270	12300.0	22140.0	89
527	14760.0	27060.0	19
372	4920.0	19680.0	12
1159	17220.0	12300.0	23
1012	14760.0	22140.0	68
270	12300.0	27060.0	1
284	7380.0	19680.0	36
11	12300.0	19680.0	54
839	9840.0	19680.0	58
261	14760.0	22140.0	86
184	19680.0	17220.0	15
184	19680.0	17220.0	6
389	14760.0	22140.0	74
34	14760.0	22140.0	12
1174	14760.0	27060.0	30
372	4920.0	19680.0	11
524	4920.0	19680.0	12
34	14760.0	22140.0	25
1159	14760.0	14760.0	1
381	19680.0	12300.0	6
381	19680.0	12300.0	7
1174	14760.0	24600.0	55
36	12300.0	22140.0	68
1012	14760.0	27060.0	23
62	19680.0	17220.0	32
392	4920.0	19680.0	7
24	14760.0	22140.0	11
270	14760.0	27060.0	12
451	19680.0	17220.0	22
127	7380.0	19680.0	23
1184	19680.0	17220.0	21
270	14760.0	22140.0	80
270	14760.0	24600.0	32
650	19680.0	17220.0	18
372	7380.0	19680.0	35
284	7380.0	19680.0	37
908	12300.0	19680.0	54
1002	9840.0	19680.0	67
284	7380.0	19680.0	21
372	9840.0	17220.0	53
589	19680.0	17220.0	63
1137	14760.0	27060.0	14
1305	19680.0	17220.0	15
11	14760.0	22140.0	22
375	12300.0	19680.0	44
1079	19680.0	17220.0	28
270	14760.0	24600.0	33
1237	14760.0	22140.0	42
553	14760.0	22140.0	15
389	14760.0	24600.0	40
1137	14760.0	27060.0	13
270	14760.0	24600.0	36
1232	17220.0	12300.0	58
383	17220.0	12300.0	47
1305	19680.0	17220.0	29
1174	14760.0	22140.0	62
726	14760.0	27060.0	6
383	17220.0	12300.0	61
440	17220.0	14760.0	15
908	14760.0	22140.0	30
440	17220.0	14760.0	14
1079	19680.0	19680.0	100
36	12300.0	19680.0	80
393	9840.0	19680.0	50
333	19680.0	19680.0	78
1012	14760.0	22140.0	75
831	19680.0	17220.0	10
1137	14760.0	22140.0	69
184	19680.0	17220.0	51
1046	9840.0	12300.0	85
1079	19680.0	17220.0	16
524	4920.0	19680.0	15
726	14760.0	24600.0	34
1184	19680.0	17220.0	67
1137	14760.0	24600.0	44
527	14760.0	22140.0	68
1137	12300.0	19680.0	97
261	14760.0	24600.0	58
1012	14760.0	27060.0	35
1046	7380.0	17220.0	54
222	7380.0	19680.0	24
1012	14760.0	27060.0	20
524	7380.0	19680.0	26
1016	19680.0	17220.0	7
527	14760.0	27060.0	16
831	19680.0	17220.0	60
493	17220.0	12300.0	41
375	12300.0	19680.0	43
389	14760.0	27060.0	29
1002	14760.0	22140.0	26
553	9840.0	19680.0	74
553	9840.0	19680.0	67
696	14760.0	24600.0	25
11	14760.0	22140.0	32
385	19680.0	17220.0	43
420	9840.0	19680.0	52
1305	19680.0	17220.0	3
1354	19680.0	17220.0	18
222	7380.0	17220.0	61
62	17220.0	17220.0	46
908	14760.0	22140.0	18
696	14760.0	22140.0	60
1167	17220.0	12300.0	29
440	17220.0	14760.0	11
726	14760.0	22140.0	84
1184	19680.0	17220.0	86
1184	19680.0	17220.0	80
1137	14760.0	27060.0	31
767	14760.0	22140.0	27
1223	14760.0	22140.0	63
980	14760.0	27060.0	4
989	14760.0	22140.0	70
36	12300.0	19680.0	74
822	9840.0	19680.0	78
375	14760.0	19680.0	38
1063	17220.0	12300.0	31
1232	19680.0	12300.0	3
270	12300.0	27060.0	6
1305	19680.0	17220.0	7
420	4920.0	19680.0	1
1159	17220.0	12300.0	63
989	14760.0	24600.0	34
767	12300.0	19680.0	46
1002	7380.0	19680.0	79
1184	19680.0	17220.0	30
1012	14760.0	24600.0	39
284	9840.0	17220.0	62
1079	19680.0	19680.0	115
696	14760.0	22140.0	74
1367	19680.0	17220.0	31
451	19680.0	17220.0	78
385	19680.0	17220.0	9
696	14760.0	19680.0	82
1367	19680.0	17220.0	1
1237	14760.0	22140.0	31
915	7380.0	19680.0	31
1016	19680.0	17220.0	59
915	7380.0	19680.0	43
222	7380.0	19680.0	36
1305	19680.0	17220.0	4
527	14760.0	22140.0	67
383	19680.0	12300.0	3
1137	14760.0	22140.0	70
333	19680.0	17220.0	30
989	14760.0	22140.0	62
831	19680.0	17220.0	35
389	14760.0	24600.0	41
1243	14760.0	22140.0	1
261	14760.0	22140.0	72
1079	19680.0	19680.0	121
868	12300.0	19680.0	52
493	17220.0	12300.0	34
1012	14760.0	22140.0	86
1079	19680.0	17220.0	46
383	17220.0	12300.0	43
1002	12300.0	22140.0	57
333	19680.0	17220.0	14
451	19680.0	17220.0	47
389	14760.0	27060.0	25
831	19680.0	17220.0	5
868	12300.0	19680.0	35
385	19680.0	17220.0	7
1063	17220.0	12300.0	35
589	19680.0	17220.0	91
1184	19680.0	17220.0	94
1174	14760.0	22140.0	65
1243	9840.0	17220.0	71
877	14760.0	24600.0	54
389	14760.0	24600.0	31
24	14760.0	24600.0	47
868	12300.0	19680.0	37
726	14760.0	24600.0	39
1079	19680.0	17220.0	49
261	14760.0	22140.0	87
1079	19680.0	17220.0	15
527	14760.0	27060.0	14
440	17220.0	12300.0	32
24	14760.0	22140.0	27
1184	19680.0	17220.0	5
385	19680.0	17220.0	18
62	19680.0	17220.0	38
1223	14760.0	24600.0	47
333	19680.0	19680.0	87
372	7380.0	19680.0	33
184	19680.0	17220.0	73
11	14760.0	22140.0	16
24	14760.0	22140.0	9
62	19680.0	17220.0	28
1137	14760.0	22140.0	81
1167	17220.0	12300.0	19
261	14760.0	27060.0	30
673	19680.0	17220.0	19
524	7380.0	19680.0	43
673	19680.0	17220.0	29
11	14760.0	22140.0	33
1016	19680.0	17220.0	53
11	12300.0	19680.0	59
1354	19680.0	17220.0	43
119	7380.0	19680.0	19
184	19680.0	17220.0	58
1063	17220.0	9840.0	5
553	14760.0	22140.0	5
